# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

i 2 920 0 0 3177 2804
p 2 0 771 149 2176 1122
p 2 0 700 220 1387 940
p 2 0 789 131 2728 1145
p 2 0 774 146 1994 1067
p 2 0 767 153 1871 1053
p 2 0 760 160 1913 1069
p 2 0 669 251 1185 876
p 2 3 703 214 1440 942
p 2 0 657 263 1479 906
p 2 0 689 231 1816 983
p 2 18 867 35 4643 1400
p 2 0 794 126 1774 1111
p 2 12 896 12 3917 1565
p 2 13 779 128 3962 1248
p 2 0 842 78 2924 1272
p 2 0 744 176 2209 1021
p 2 0 747 173 1728 1024
p 2 0 832 88 2844 1219
i 2 920 0 0 16365 3766
p 2 0 796 124 4421 1279
p 2 1 774 145 3533 1217
p 2 0 675 245 2303 1004
p 2 355 554 11 18779 3172
p 2 0 867 53 5572 1635
p 2 0 863 57 4104 1471
p 2 0 782 138 3422 1215
p 2 0 815 105 3185 1253
p 2 0 823 97 3078 1212
p 2 0 889 31 4966 1418
p 2 397 523 0 26312 3531
p 2 1 913 6 10481 1883
p 2 0 812 108 3263 1267
p 2 0 902 18 6264 1486
p 2 0 907 13 7735 1535
p 2 0 909 11 6840 1491
p 2 0 911 9 6301 1559
p 2 0 875 45 4680 1428
i 2 920 0 0 27182 4200
p 2 0 904 16 9377 1641
p 2 0 891 29 6700 1500
p 2 0 820 100 3717 1263
p 2 0 773 147 2903 1150
p 2 0 910 10 7044 1599
i 2 920 0 0 32782 4255
p 2 9 907 4 11904 1883
p 2 0 892 28 6972 1602
p 2 0 918 2 13809 1754
i 2 920 0 0 38590 4524
p 2 0 875 45 10309 1616
p 2 0 893 27 10324 1517
p 2 0 872 48 11034 1472
p 2 0 903 17 10226 1619
i 2 920 0 0 39845 4203
p 2 0 901 19 12966 1672
p 2 0 849 71 8624 1269
p 2 0 911 9 12416 1465
p 2 0 892 28 9036 1281
p 2 1 882 37 10916 1352
p 2 0 809 111 7280 1169
i 2 920 0 0 37324 4193
p 2 0 910 10 13601 1652
p 2 0 845 75 5533 1170
p 2 0 892 28 8868 1342
p 2 0 831 89 7723 1194
p 2 0 796 124 5336 1115
p 2 0 910 10 14837 1507
p 2 0 860 60 6937 1373
i 2 920 0 0 27469 3650
p 2 2 888 30 6687 1587
p 2 0 904 16 5800 1474
p 2 0 847 73 4221 1264
p 2 0 882 38 4058 1268
p 2 0 909 11 5544 1408
p 2 0 830 90 5030 1218
p 2 0 896 24 5125 1381
p 2 0 816 104 3261 1169
p 2 0 864 56 3768 1281
p 2 0 880 40 5891 1326
p 2 0 870 50 4540 1301
p 2 0 899 21 6322 1425
p 2 0 878 42 5710 1291
p 2 0 815 105 3509 1156
p 2 0 862 58 6266 1328
p 2 0 889 31 6087 1392
p 2 0 902 18 6520 1476
p 2 0 879 41 6121 1337
p 2 0 824 96 4024 1187
p 2 0 870 50 5843 1347
p 2 0 844 76 4775 1188
p 2 0 875 45 6218 1348
p 2 0 891 29 6573 1374
p 2 0 698 222 2212 994
p 2 0 893 27 7295 1390
p 2 0 783 137 3592 1136
p 2 0 872 48 6351 1355
p 2 0 868 52 6651 1339
p 2 0 665 255 2257 954
p 2 0 845 75 6132 1270
p 2 0 881 39 7112 1400
p 2 0 853 67 5524 1296
p 2 0 892 28 6973 1383
p 2 0 788 132 3618 1128
p 2 0 896 24 8506 1384
p 2 0 770 150 4099 1125
p 2 0 816 104 5122 1227
p 2 0 889 31 6610 1353
p 2 0 690 230 2821 973
p 2 0 898 22 9097 1397
p 2 0 800 120 4818 1182
p 2 0 860 60 7129 1312
p 2 0 889 31 8196 1399
p 2 0 647 273 2210 911
p 2 0 868 52 5817 1232
p 2 0 912 8 8527 1459
p 2 0 867 53 6900 1280
p 2 0 895 25 8559 1427
p 2 0 752 168 3178 1076
p 2 0 891 29 8012 1366
p 2 0 779 141 4378 1106
p 2 0 864 56 7405 1299
p 2 0 887 33 8105 1372
p 2 0 722 198 3088 1001
p 2 0 898 22 7624 1336
p 2 0 855 65 6769 1274
p 2 0 883 37 7851 1353
p 2 0 896 24 8906 1429
p 2 0 717 203 2853 996
p 2 0 876 44 6271 1342
p 2 0 910 10 8375 1478
p 2 0 896 24 8232 1361
p 2 0 888 32 7600 1360
p 2 0 893 27 6166 1354
p 2 0 886 34 8110 1344
p 2 0 835 85 4111 1174
p 2 0 882 38 7070 1351
p 2 1 910 9 10003 1417
p 2 0 870 50 4637 1220
p 2 0 898 22 8138 1393
p 2 0 783 137 4491 1098
p 2 0 915 5 9601 1403
p 2 0 917 3 10401 1527
p 2 0 814 106 4425 1120
p 2 0 920 0 10185 1552
p 2 0 867 53 5356 1288
p 2 0 905 15 6209 1363
p 2 0 910 10 7722 1399
p 2 0 849 71 4314 1209
p 2 0 914 6 13317 1503
p 2 0 877 43 12559 1364
p 2 0 884 36 8892 1354
p 2 0 919 1 10558 1504
p 2 0 792 128 3855 1088
p 2 0 914 6 9325 1467
p 2 0 753 167 3929 1070
p 2 0 824 96 5063 1216
p 2 0 916 4 10141 1472
p 2 0 672 248 2442 939
p 2 0 853 67 6634 1294
p 2 0 890 30 6386 1390
p 2 0 863 57 6732 1292
p 2 0 901 19 6929 1370
p 2 0 772 148 3650 1105
p 2 0 904 16 6741 1361
p 2 0 833 87 5468 1200
p 2 0 888 32 6776 1347
p 2 0 898 22 7692 1366
p 2 0 698 222 2502 952
p 2 0 901 19 7814 1374
p 2 0 842 78 5659 1260
p 2 0 892 28 7095 1376
p 2 0 903 17 8293 1379
p 2 0 678 242 2170 921
p 2 0 845 75 4545 1179
p 2 0 901 19 7119 1347
p 2 0 891 29 6383 1327
p 2 0 902 18 8057 1422
p 2 0 809 111 3720 1143
p 2 0 885 35 7205 1305
p 2 0 840 80 5993 1203
p 2 0 866 54 5746 1264
p 2 0 908 12 10216 1448
p 2 0 771 149 3601 1080
p 2 0 917 3 11470 1451
p 2 0 862 58 7456 1276
p 2 0 898 22 6417 1346
p 2 0 905 15 8871 1392
p 2 0 725 195 2523 987
p 2 0 817 103 3991 1157
p 2 0 891 29 7236 1368
p 2 0 897 23 7143 1327
p 2 0 892 28 6849 1339
p 2 0 896 24 5661 1347
p 2 0 894 26 6708 1264
p 2 0 806 114 3366 1108
p 2 0 909 11 8170 1439
p 2 0 908 12 8114 1393
p 2 0 839 81 3699 1138
p 2 0 914 6 10916 1460
p 2 0 879 41 7515 1268
p 2 0 877 43 11230 1377
p 2 0 916 4 10667 1507
p 2 0 721 199 2909 1024
p 2 0 906 14 7813 1370
p 2 0 871 49 5786 1265
p 2 0 907 13 7446 1383
p 2 0 889 31 7858 1346
p 2 0 839 81 4026 1178
p 2 0 901 19 7037 1393
p 2 0 868 52 6212 1221
p 2 0 905 15 6781 1354
p 2 0 894 26 7175 1342
p 2 0 808 112 3487 1109
p 2 0 912 8 8347 1397
p 2 0 865 55 7527 1258
p 2 0 888 32 6854 1320
p 2 0 912 8 9154 1421
p 2 0 689 231 2683 947
p 2 0 837 83 4276 1185
p 2 0 899 21 6354 1363
p 2 0 900 20 7969 1353
p 2 0 904 16 7361 1401
p 2 0 800 120 3423 1123
p 2 0 905 15 7878 1362
p 2 0 810 110 3782 1138
p 2 0 913 7 8372 1446
p 2 0 908 12 8311 1361
p 2 0 866 54 4396 1186
p 2 0 901 19 8908 1419
p 2 0 834 86 6128 1189
p 2 0 893 27 8284 1357
p 2 0 912 8 9775 1458
p 2 0 720 200 2794 1001
p 2 0 871 49 6306 1267
p 2 0 905 15 7831 1401
p 2 0 899 21 8581 1285
p 2 0 879 41 4570 1269
p 2 0 894 26 5960 1339
p 2 0 886 34 7351 1275
p 2 0 842 78 7947 1280
p 2 0 905 15 9312 1461
p 2 0 912 8 8490 1423
p 2 0 792 128 3274 1092
p 2 0 912 8 8689 1396
p 2 0 851 69 6844 1174
p 2 0 875 45 8267 1302
p 2 0 902 18 9861 1444
p 2 0 709 211 2771 984
p 2 0 885 35 7229 1318
p 2 0 909 11 7975 1399
p 2 0 888 32 7152 1328
p 2 0 851 69 5456 1229
p 2 0 880 40 4998 1299
p 2 0 892 28 7050 1295
p 2 0 856 64 5955 1203
p 2 0 901 19 6885 1376
p 2 0 887 33 8329 1313
p 2 0 795 125 3734 1078
p 2 0 908 12 9676 1422
p 2 0 855 65 5924 1195
p 2 0 889 31 7768 1356
p 2 0 915 5 8829 1428
p 2 0 699 221 2706 951
p 2 0 802 118 4184 1129
p 2 0 891 29 5981 1343
p 2 0 894 26 7076 1308
p 2 0 858 62 5573 1240
p 2 0 880 40 6502 1292
p 2 0 883 37 9094 1290
p 2 0 852 68 11269 1317
p 2 0 901 19 12776 1478
p 2 0 902 18 11227 1409
p 2 0 851 69 4574 1186
p 2 0 910 10 12869 1462
p 2 0 825 95 7084 1227
p 2 0 866 54 5130 1264
p 2 0 899 21 8211 1369
p 2 0 648 272 2070 899
p 2 0 807 113 3902 1128
p 2 0 876 44 6537 1344
p 2 0 876 44 6690 1281
p 2 0 889 31 6681 1347
p 2 0 887 33 5612 1344
p 2 0 892 28 7307 1314
p 2 0 806 114 3784 1130
p 2 0 892 28 5695 1349
p 2 0 882 38 6383 1247
p 2 0 786 134 2788 1061
p 2 0 905 15 6479 1351
p 2 0 844 76 6358 1173
p 2 0 849 71 5575 1240
p 2 0 880 40 5957 1310
p 2 0 677 243 2465 939
p 2 0 776 144 3735 1105
p 2 0 839 81 5419 1240
p 2 0 830 90 5946 1215
p 2 0 815 105 3889 1178
p 2 0 753 167 3836 1086
p 2 0 860 60 6084 1278
p 2 0 766 154 6914 1165
p 2 0 863 57 8283 1360
i 2 920 0 0 24534 3881
p 2 0 864 56 6049 1551
p 2 51 868 1 23329 2434
p 2 18 897 5 12722 2018
p 2 60 860 0 24739 2436
p 2 19 901 0 13202 2077
p 2 0 870 50 4650 1392
p 2 110 810 0 25108 2601
p 2 46 871 3 13559 2238
p 2 90 830 0 23572 2496
p 2 15 904 1 12994 2012
p 2 0 906 14 6118 1569
p 2 57 862 1 22303 2342
p 2 10 906 4 11689 1933
p 2 36 884 0 21288 2124
p 2 23 894 3 12142 1961
p 2 0 898 22 5438 1380
p 2 33 886 1 21494 2248
p 2 23 889 8 11005 1884
p 2 47 873 0 20941 2286
p 2 8 912 0 14497 1988
p 2 0 838 82 4181 1300
p 2 71 849 0 24131 2490
p 2 16 904 0 15516 2086
p 2 58 862 0 21597 2271
p 2 17 903 0 12712 2018
p 2 0 868 52 4486 1409
p 2 35 885 0 20573 2060
p 2 12 906 2 11495 1889
p 2 60 860 0 22842 2235
p 2 53 867 0 13311 2049
p 2 0 852 68 4431 1265
p 2 85 835 0 24248 2483
p 2 13 907 0 12149 1934
p 2 41 879 0 20490 2143
p 2 11 909 0 19573 2098
p 2 0 772 148 3645 1129
p 2 42 878 0 19387 2063
p 2 14 906 0 13796 1813
p 2 24 896 0 20016 1871
p 2 27 887 6 11902 1883
p 2 0 897 23 7387 1510
p 2 183 737 0 28545 2913
p 2 105 814 1 33894 2754
p 2 29 888 3 14374 2083
p 2 62 858 0 31756 2614
p 2 0 882 38 5805 1447
p 2 17 903 0 16539 2136
p 2 61 859 0 30706 2445
p 2 23 897 0 15871 2006
p 2 89 831 0 31491 2643
p 2 0 831 89 4681 1332
p 2 39 880 1 15006 2026
p 2 66 854 0 30012 2486
p 2 68 849 3 16788 2269
p 2 245 675 0 33455 3352
p 2 0 893 27 6620 1534
p 2 31 887 2 15752 2102
p 2 88 832 0 28735 2687
p 2 18 901 1 14792 2040
p 2 50 869 1 26777 2272
p 2 0 885 35 6260 1365
p 2 4 916 0 14732 1904
p 2 23 894 3 13076 1829
p 2 49 871 0 23442 2189
p 2 59 859 2 15517 2172
p 2 0 799 121 3323 1237
p 2 55 862 3 13102 1990
p 2 46 874 0 25514 2259
p 2 54 866 0 27450 2466
p 2 7 913 0 13541 1815
p 2 0 897 23 5451 1525
p 2 80 840 0 29228 2365
p 2 3 888 29 9790 1705
p 2 46 874 0 26277 2278
p 2 33 887 0 14601 1889
p 2 0 853 67 5565 1250
p 2 12 907 1 15833 1858
p 2 66 854 0 28831 2331
p 2 50 870 0 17597 2113
p 2 26 894 0 13237 1859
p 2 0 867 53 6757 1305
p 2 95 825 0 27600 2392
p 2 68 852 0 28983 2442
p 2 11 908 1 14410 1851
p 2 86 834 0 28531 2558
p 2 0 885 35 6139 1492
p 2 27 885 8 13238 1920
p 2 38 881 1 26608 2210
p 2 8 911 1 14662 1917
p 2 35 881 4 16484 1981
p 2 0 877 43 5169 1345
p 2 72 848 0 28738 2457
p 2 12 907 1 15723 1882
p 2 8 904 8 11079 1808
p 2 32 880 8 15009 1955
p 2 0 850 70 5332 1382
i 2 920 0 0 36060 4318
p 2 4 906 10 13841 1896
p 2 137 783 0 36613 3102
p 2 16 901 3 14660 1926
p 2 0 891 29 8163 1506
p 2 25 893 2 21733 2130
p 2 12 895 13 11899 1797
p 2 54 866 0 22833 2311
p 2 13 907 0 14065 1733
p 2 0 853 67 4880 1288
p 2 257 663 0 35412 3201
p 2 16 878 26 13953 1874
p 2 169 750 1 35777 3070
p 2 12 905 3 17621 2077
p 2 0 871 49 6687 1377
p 2 41 876 3 29737 2426
p 2 7 896 17 13530 1820
p 2 79 841 0 36846 2822
p 2 11 904 5 18457 2057
p 2 0 862 58 6851 1479
p 2 32 888 0 26881 2394
p 2 10 877 33 9687 1622
p 2 43 877 0 25593 2340
p 2 44 851 25 13801 1922
p 2 0 846 74 6245 1351
p 2 205 715 0 37606 3172
p 2 6 848 66 11320 1688
p 2 202 717 1 37324 3142
p 2 7 910 3 16078 2032
p 2 0 818 102 4563 1239
p 2 130 784 6 34837 2903
p 2 4 886 30 11158 1720
p 2 14 906 0 22142 2156
p 2 6 904 10 12884 1788
p 2 0 903 17 7587 1493
p 2 5 913 2 18590 1859
p 2 19 825 76 8205 1508
i 2 920 0 0 35573 4239
p 2 14 871 35 12583 1842
p 2 0 805 115 4440 1224
p 2 160 759 1 34111 2972
p 2 28 853 39 11823 1771
p 2 55 865 0 29571 2515
p 2 16 900 4 13483 1794
p 2 0 844 76 4928 1290
p 2 62 858 0 35099 2665
p 2 9 878 33 12026 1766
p 2 21 898 1 26100 2290
p 2 20 897 3 16107 1884
p 2 0 898 22 7430 1521
p 2 56 860 4 23779 2363
p 2 14 868 38 9693 1720
p 2 161 759 0 35736 3000
p 2 5 889 26 12376 1768
p 2 0 905 15 10871 1646
i 2 920 0 0 21591 3738
p 2 4 840 76 6297 1567
p 2 215 703 2 26864 3012
p 2 2 903 15 8359 1749
p 2 0 878 42 5430 1449
i 2 920 0 0 29335 3965
p 2 9 854 57 8740 1536
p 2 3 880 37 8660 1458
p 2 123 793 4 35158 3058
p 2 0 830 90 5061 1334
p 2 26 805 89 7311 1537
p 2 11 748 161 6444 1334
p 2 69 849 2 32761 2722
p 2 3 907 10 12004 1729
p 2 0 875 45 6199 1311
p 2 94 824 2 34250 2769
p 2 11 838 71 8083 1517
p 2 19 884 17 11651 1734
p 2 28 890 2 24912 2240
p 2 0 816 104 4687 1145
p 2 0 899 21 10105 1448
p 2 13 904 3 21613 1913
p 2 16 889 15 12890 1699
p 2 29 885 6 22153 2010
p 2 0 839 81 4820 1263
p 2 11 851 58 7723 1432
p 2 3 837 80 6921 1389
p 2 27 856 37 9909 1644
p 2 9 886 25 10281 1557
p 2 0 750 170 2746 1064
p 2 0 897 23 8997 1481
p 2 0 868 52 7713 1376
p 2 4 850 66 7344 1401
p 2 32 864 24 10240 1650
p 2 0 775 145 4482 1105
p 2 1 919 0 15262 1894
i 2 920 0 0 14955 3544
p 2 0 915 5 6823 1708
p 2 0 918 2 6954 1683
p 2 0 854 66 2631 1304
p 2 0 919 1 6522 1652
p 2 0 865 55 4525 1404
p 2 0 906 14 4269 1421
p 2 0 912 8 4422 1509
p 2 0 845 75 2620 1245
p 2 0 875 45 4767 1433
p 2 139 765 16 32788 2377
p 2 0 890 30 13375 1501
p 2 320 589 11 63012 3540
p 2 0 854 66 9476 1290
p 2 0 906 14 22273 1631
i 2 920 0 0 35043 4237
p 2 0 904 16 11420 1607
p 2 0 879 41 10199 1361
p 2 0 834 86 4790 1289
i 2 920 0 0 37298 4323
p 2 0 868 52 5359 1354
p 2 0 873 47 5854 1342
p 2 387 531 2 45544 3654
p 2 0 779 141 5187 1173
p 2 0 840 80 6263 1290
p 2 0 712 208 3843 1055
p 2 327 592 1 51084 3603
p 2 0 871 49 10657 1490
p 2 0 709 211 2904 971
p 2 0 876 44 12390 1393
p 2 211 697 12 41892 3193
p 2 0 909 11 11876 1526
p 2 0 902 18 11135 1435
p 2 0 859 61 5809 1264
p 2 67 846 7 34839 2518
p 2 0 849 71 6826 1283
p 2 186 712 22 17139 2484
p 2 149 770 1 37162 3188
p 2 0 880 40 6484 1482
