# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

i 2 920 0 0 3096 2803
p 2 0 731 189 1765 995
p 2 0 713 207 1783 997
p 2 0 645 275 1580 897
p 2 0 761 159 1683 1027
p 2 4 730 186 2499 1034
p 2 0 800 120 2280 1115
p 2 0 877 43 3192 1306
p 2 0 887 33 2769 1353
p 2 0 791 129 1416 1054
p 2 0 689 231 1493 955
p 2 0 642 278 1331 853
p 2 0 718 202 1604 936
p 2 15 877 28 4712 1406
p 2 0 748 172 1380 968
p 2 7 881 32 3628 1429
p 2 14 760 146 3904 1210
p 2 0 839 81 2702 1205
p 2 1 805 114 2206 1152
p 2 0 717 203 1184 893
p 2 1 801 118 2826 1182
i 2 920 0 0 16382 3764
p 2 3 798 119 4490 1368
p 2 1 780 139 3631 1235
p 2 0 692 228 2323 1021
p 2 353 553 14 18975 3205
p 2 0 885 35 6254 1711
p 2 0 903 17 4690 1638
p 2 0 878 42 4020 1416
p 2 0 838 82 2658 1229
p 2 0 870 50 3743 1331
p 2 0 874 46 4338 1339
p 2 394 526 0 26561 3510
p 2 4 910 6 10332 1886
p 2 0 813 107 3006 1329
p 2 0 896 24 5935 1514
p 2 0 911 9 7446 1551
p 2 0 907 13 7200 1535
p 2 0 890 30 5349 1438
p 2 0 916 4 9156 1702
i 2 920 0 0 26596 4194
p 2 0 885 35 8554 1540
p 2 0 918 2 8870 1732
p 2 0 856 64 4495 1394
p 2 0 682 238 1998 1026
p 2 0 917 3 11362 1773
i 2 920 0 0 32737 4248
p 2 4 901 15 9557 1780
p 2 1 917 2 9210 1823
p 2 0 909 11 7491 1651
i 2 920 0 0 38170 4526
p 2 0 900 20 12514 1667
p 2 0 900 20 10893 1576
p 2 0 896 24 11214 1505
p 2 0 918 2 18124 1823
i 2 920 0 0 39292 4206
p 2 1 903 16 13628 1714
p 2 1 916 3 12091 1630
p 2 0 896 24 12190 1457
p 2 0 839 81 7202 1160
p 2 0 892 28 11226 1398
p 2 0 789 131 7075 1079
i 2 920 0 0 36984 4204
p 2 0 903 17 12779 1599
p 2 0 647 273 2749 860
p 2 0 840 80 7703 1216
p 2 0 869 51 8159 1281
p 2 0 810 110 6625 1164
p 2 0 907 13 13955 1492
p 2 0 908 12 10946 1576
i 2 920 0 0 26096 3620
p 2 3 910 7 7025 1634
p 2 0 915 5 8871 1649
p 2 0 767 153 2798 1159
p 2 0 804 116 3222 1101
p 2 0 917 3 6761 1453
p 2 0 861 59 5468 1228
p 2 0 917 3 7344 1486
p 2 0 873 47 4283 1304
p 2 0 785 135 2353 1067
p 2 0 900 20 5967 1392
p 2 0 886 34 5536 1329
p 2 0 890 30 6444 1379
p 2 0 881 39 5778 1365
p 2 0 759 161 2674 1082
p 2 0 869 51 6055 1310
p 2 0 854 66 5371 1269
p 2 0 890 30 5981 1410
p 2 0 902 18 7778 1450
p 2 0 732 188 2323 1032
p 2 0 896 24 8175 1490
p 2 0 822 98 4426 1194
p 2 0 891 29 6281 1403
p 2 0 859 61 5483 1266
p 2 0 780 140 3274 1099
p 2 0 863 57 5196 1310
p 2 0 854 66 5006 1253
p 2 0 884 36 7226 1399
p 2 0 869 51 6300 1357
p 2 0 731 189 2911 1061
p 2 0 890 30 7441 1383
p 2 0 850 70 5362 1247
p 2 0 874 46 7011 1385
p 2 0 903 17 7699 1446
p 2 0 679 241 2376 949
p 2 0 912 8 9317 1475
p 2 0 819 101 4987 1190
p 2 0 874 46 5861 1348
p 2 0 866 54 6352 1304
p 2 0 836 84 4149 1162
p 2 0 867 53 6915 1343
p 2 0 852 68 6148 1263
p 2 0 855 65 7273 1322
p 2 0 876 44 6836 1335
p 2 0 739 181 3241 1039
p 2 0 888 32 8479 1338
p 2 0 856 64 6377 1282
p 2 0 884 36 7496 1333
p 2 0 903 17 8754 1405
p 2 0 680 240 2358 922
p 2 0 913 7 9549 1453
p 2 0 786 134 4976 1127
p 2 0 882 38 8182 1340
p 2 0 885 35 8969 1380
p 2 0 687 233 2540 962
p 2 0 844 76 5513 1221
p 2 0 897 23 7738 1395
p 2 0 893 27 8348 1353
p 2 0 894 26 8863 1410
p 2 0 816 104 4348 1182
p 2 0 891 29 8041 1350
p 2 0 879 41 7735 1346
p 2 0 911 9 8857 1426
p 2 0 912 8 9425 1421
p 2 0 734 186 2824 1003
p 2 0 920 0 10771 1510
p 2 0 781 139 3806 1141
p 2 0 901 19 7922 1411
