# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

i 2 920 0 0 3246 2835
p 2 0 822 98 2349 1153
p 2 0 766 154 1542 1016
p 2 2 754 164 2425 1101
p 2 0 811 109 1989 1122
p 2 0 760 160 1903 1062
p 2 0 768 152 1810 1034
p 2 0 749 171 1729 1043
p 2 3 787 130 2621 1145
p 2 0 839 81 2124 1153
p 2 1 843 76 2904 1151
p 2 1 826 93 2278 1144
p 2 0 784 136 1565 1038
p 2 0 782 138 1872 1056
p 2 0 766 154 1838 1035
p 2 0 767 153 1726 1044
p 2 15 882 23 4571 1503
p 2 0 796 124 1364 1037
p 2 7 847 66 3369 1309
p 2 14 738 168 3788 1187
p 2 0 831 89 2499 1195
p 2 0 802 118 2306 1172
p 2 0 692 228 1258 898
p 2 4 801 115 3078 1136
i 2 920 0 0 16497 3755
p 2 0 871 49 5999 1539
p 2 0 891 29 4545 1420
p 2 0 789 131 2386 1125
p 2 353 566 1 19012 3266
p 2 0 908 12 6045 1732
p 2 0 909 11 5092 1642
p 2 0 906 14 4828 1580
p 2 0 837 83 2481 1294
p 2 0 888 32 3871 1434
p 2 0 883 37 4487 1392
p 2 402 516 2 26292 3544
p 2 3 910 7 10659 1887
p 2 0 805 115 3010 1314
p 2 0 889 31 5600 1417
p 2 0 909 11 7463 1535
p 2 0 904 16 6837 1492
p 2 0 886 34 5266 1423
p 2 0 910 10 9444 1693
i 2 920 0 0 26433 4183
p 2 0 900 20 9400 1683
p 2 0 908 12 7148 1555
p 2 0 841 79 4063 1313
p 2 0 585 335 1459 826
p 2 0 912 8 10793 1726
i 2 920 0 0 32902 4245
p 2 0 901 19 10206 1770
p 2 3 912 5 8913 1744
p 2 0 912 8 8480 1686
i 2 920 0 0 37960 4537
p 2 0 894 26 12446 1712
p 2 0 895 25 10183 1523
p 2 0 865 55 10677 1413
p 2 0 916 4 18432 1803
i 2 920 0 0 38459 4193
p 2 4 889 27 12703 1682
p 2 0 908 12 11240 1554
p 2 0 907 13 12243 1512
p 2 0 843 77 6959 1161
p 2 0 891 29 10506 1370
p 2 0 839 81 8095 1225
i 2 920 0 0 37192 4197
p 2 0 916 4 13564 1668
p 2 0 716 204 2992 993
p 2 0 857 63 7843 1232
p 2 0 860 60 8466 1282
p 2 0 796 124 6413 1127
