# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

i 2 920 0 0 3125 2814
p 2 0 656 264 1762 933
p 2 2 616 302 1718 900
p 2 1 673 246 1802 940
p 2 0 580 340 1036 774
p 2 2 775 143 2938 1102
p 2 0 764 156 2122 1069
p 2 0 821 99 2510 1151
p 2 0 779 141 1957 1092
p 2 0 699 221 1139 873
p 2 0 641 279 1372 857
p 2 0 605 315 1230 803
p 2 0 628 292 1560 867
p 2 33 846 41 4719 1405
p 2 0 813 107 2332 1238
p 2 17 863 40 3446 1385
p 2 15 878 27 5062 1520
p 2 0 839 81 2718 1268
p 2 0 806 114 2172 1161
p 2 0 657 263 1257 884
p 2 0 834 86 2898 1217
i 2 920 0 0 16521 3780
p 2 0 815 105 4696 1311
p 2 1 812 107 3829 1266
p 2 0 699 221 2247 1011
p 2 356 553 11 18932 3216
p 2 0 898 22 6473 1758
p 2 0 898 22 4465 1612
p 2 1 839 80 3954 1391
p 2 0 817 103 2609 1227
p 2 0 866 54 3530 1350
p 2 0 866 54 4284 1336
p 2 400 520 0 26460 3528
p 2 3 912 5 10060 1869
p 2 0 887 33 5105 1477
p 2 0 900 20 5873 1486
p 2 0 899 21 6675 1468
p 2 0 908 12 7055 1516
p 2 0 903 17 5787 1475
p 2 0 901 19 7370 1613
i 2 920 0 0 26782 4196
p 2 0 892 28 8762 1657
p 2 0 897 23 6347 1484
p 2 0 850 70 4366 1342
p 2 0 835 85 3956 1255
p 2 1 912 7 9957 1682
i 2 920 0 0 32808 4264
p 2 1 902 17 10561 1763
p 2 0 879 41 6444 1548
p 2 0 917 3 15088 1790
i 2 920 0 0 37909 4505
p 2 0 902 18 12564 1708
p 2 0 912 8 11863 1670
p 2 2 903 15 12269 1600
p 2 0 915 5 16473 1797
i 2 920 0 0 39725 4197
p 2 0 890 30 12111 1606
p 2 0 895 25 10037 1415
p 2 0 892 28 11843 1413
p 2 0 846 74 6962 1163
p 2 0 865 55 10563 1276
p 2 0 789 131 8281 1099
i 2 920 0 0 37739 4196
p 2 0 918 2 13935 1683
p 2 0 882 38 7555 1303
p 2 0 788 132 6779 1140
p 2 0 775 145 6674 1096
p 2 0 867 53 8405 1291
p 2 0 902 18 15164 1505
p 2 0 862 58 7076 1421
i 2 920 0 0 26837 3619
p 2 2 894 24 6136 1584
p 2 0 906 14 6567 1483
p 2 0 845 75 3856 1222
p 2 0 816 104 3177 1142
p 2 0 910 10 5397 1363
p 2 0 862 58 6139 1265
p 2 0 895 25 5423 1375
p 2 0 840 80 3434 1183
p 2 0 822 98 2861 1130
p 2 0 870 50 5353 1320
p 2 0 792 128 3400 1120
p 2 0 896 24 6479 1404
p 2 0 875 45 5525 1298
p 2 0 785 135 2774 1060
p 2 0 882 38 6400 1355
p 2 0 883 37 5929 1282
p 2 0 896 24 6183 1429
p 2 0 899 21 7610 1436
p 2 0 707 213 2257 996
p 2 0 844 76 4769 1265
p 2 0 883 37 6375 1395
p 2 0 886 34 5687 1335
p 2 0 870 50 6254 1345
p 2 0 861 59 4664 1340
p 2 0 806 114 4164 1149
p 2 0 786 134 4152 1157
p 2 0 884 36 6703 1395
p 2 0 873 47 6369 1294
p 2 0 789 131 3499 1103
p 2 0 914 6 8104 1451
p 2 0 858 62 5734 1230
p 2 0 887 33 7151 1417
